#RA Dec Z mag_g mag_r mag_i mag_z mag_y
84.9482471245    14.1018308276    0.57411163    20.3414895519    20.2685693338    20.1560253012    19.7179472748    19.5635865165    
84.0573349957    15.814662854    0.8287722    20.6001036736    20.4649207636    20.1649453068    19.8369330412    19.6939072041    
80.4723594639    17.7413565572    0.77549437    19.2409177754    19.2404389324    19.0297345573    18.9086596601    18.5930817461    
81.2362844452    11.6825152891    0.84832231    20.5961412116    20.3900647364    20.1864388727    19.992211854    19.9367314623    
81.113240496    18.4586160414    0.69476958    19.9633429081    19.6890826115    19.645479615    19.4657259998    19.4479746044    
86.7903695601    19.5061204463    0.12498335    21.497440837    21.2069500416    21.0782697574    20.553829236    20.1013860793    
81.6951528119    10.2752733413    0.887993748586    21.7502042744    21.6196126081    21.4436583185    21.1931593398    21.1141976296    
83.3110191153    12.1905323961    0.8696146562    22.960235329    22.6122457968    22.2973212096    21.9583678439    21.9099572961    
84.9176615892    17.8809882795    0.877803255046    21.3026244025    21.2586040329    21.1017346934    20.7370492297    20.6574043358    
89.4006274053    13.5899208398    0.141433864899    21.6638589217    21.5159361059    21.3280234548    21.1733877456    21.1349581388    
